,Urban,Pop2010,OHU2010,PCTGQTRS,PovertyRate,MedianFamilyIncome,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,LandAreaSqMeters,WaterAreaSqMeters,EnvironmentalConditionsSubScore,PopCharacteristicsSubScore,MiEJScreenOverallScore,TotalPopulation,AreaSqMiles,PopulationDensity,UnemploymentRate,MedianHouseholdIncome,ParticulateMatter25,Ozone,NATADieselParticulateMatter,NATAAirToxicsCancerRisks,NATARespiratoryHazardIndex,TrafficDensity,ExposureCategory,ProximityHazWasteFacilities,ImparedWaterBody,ProximitySolidWasteFacilities,ProximityCleanupSites,ProximityRiskMgmtPlanSites,WastewaterDischargeIndicator,LeadPaintIndicator,EnvironmentalEffectsCategory,LowBirthWeightInfants,BloodLeadLevel,LifeExpectancyYears,LifeExpectancyNegPercentile,Asthma,CardiovascularDisease,SensitivePopulationsCategory,EducationalAttainment,LinguisticIsolation,LowIncomePopulation,Unemployed,HousingBurden,MinorityPopulation,PopulationUnder5,PopulationOver64,SocioeconomicFactorsCategory,ShapeSTArea,cluster
330,1.0,0.2754597149398124,0.3902743142144638,0.0504,0.106,0.3010117089962909,0.6525,0.1595,0.34830940250115794,0.24076671341748482,0.5996,0.0074894839437775725,0.015661938534278958,0.0,0.09755219582433405,0.03485608661209401,0.015573383671543178,0.0617,0.1340132145935076,0.1550925925925926,0.18647363872082973,0.29512735326688816,0.27108765850200833,0.0069804547267650575,0.012581781580271767,0.0,0.11734317343173431,0.03289473684210526,0.01379690949227373,0.1681503461918892,0.21187139323990106,0.00516533267275179,0.005219106995038052,0.102,0.05215646940822467,0.031093279839518553,0.24169574770582916,0.005165332663929084,0.015988528868439773,0.05390334572490706,0.24334402913884312,0.03,0.04,0.07,0.05,0.03,0.10510510510510511,0.049,0.261,0.0,0.905,0.892,0.6720160481444333,0.0,0.6783567134268537,0.5435435435435435,0.48448448448448445,0.0,0.7326388888888888,0.052000000000000005,0.132,0.133,0.07007007007007007,0.18100000000000002,0.0,0.29629629629629634,0.094,0.5095095095095095,0.21830985915492956,0.23,0.6659999999999999,0.095,0.005073897988859163,7
331,1.0,0.2903773724244886,0.4872817955112219,0.0386,0.10400000000000001,0.22516989761698897,0.13949999999999999,0.0608,0.05442334414080593,0.06825619448340346,0.1265,0.0008207653637016518,0.0020685579196217494,0.0005675368898978433,0.020518358531317494,0.015051491946131503,0.006292276230926538,0.0216,0.015943694340706693,0.3303062678062678,0.14671564390665515,0.43909191583610185,0.2794360872647082,0.005983246908655764,0.012078510317060896,0.05172413793103448,0.15793357933579336,0.05357142857142857,0.027317880794701987,0.35410484668644904,0.14756801319043694,0.005980587653190523,0.0164390226015369,0.128,0.3149448345035105,0.13941825476429287,0.26489595450432984,0.005980587649330263,0.015153140441612272,0.03903345724907063,0.1619547307258694,0.03,0.05,0.04,0.04,0.03,0.12012012012012012,0.046,0.46399999999999997,0.7290000000000001,0.647,0.9550000000000001,0.8655967903711133,0.0,0.3106212424849699,0.7117117117117118,0.3743743743743744,0.0,0.5778769841269844,0.4114285714285715,0.33799999999999997,0.325,0.19419419419419418,0.324,0.0,0.6506506506506506,0.37,0.7927927927927928,0.4688128772635815,0.44700000000000006,0.7909999999999999,0.518,0.005842650181590904,5
332,1.0,0.20663171109962336,0.27431421446384036,0.0564,0.30100000000000005,0.14336853843605304,0.9984000000000001,0.5943,0.556739231125521,0.45675549322113135,0.0207,0.981122396634862,0.001182033096926714,0.0,0.007559395248380129,0.04990757855822551,0.008966493629070314,0.22899999999999998,0.5061763860959494,0.2523148148148148,0.1456352636127917,0.3034330011074197,0.004568008190911239,0.5347028320702034,0.0005032712632108706,0.0,0.004428044280442804,0.024906015037593984,0.004415011037527594,0.2403560830860534,0.30502885408079145,0.000813623194949627,0.0,0.23199999999999998,0.9919759277833501,0.6369107321965897,0.1561974925681789,0.0008136231896066509,0.06258369947887836,0.5483271375464684,0.12942406459881095,0.26,0.45,0.47000000000000003,0.5,0.49,0.08208208208208208,0.297,0.506,0.0,0.0,0.20199999999999999,0.5697091273821464,0.0,0.46292585170340683,0.0980980980980981,0.9939939939939939,0.7194285714285714,0.3159722222222223,0.927,0.8590000000000001,0.963,0.9189189189189189,0.85,0.648,0.8468468468468467,0.985,0.8098098098098099,0.9476861167002012,0.9359999999999999,0.924,0.998,0.0007901939674038602,10
333,1.0,0.13750830810132192,0.18478802992518703,0.0,0.313,0.17020468521466495,0.7348,0.4082,0.4249652616952293,0.23842917251051893,0.0275,0.6859546527136555,0.0014775413711583924,0.0,0.0017998560115190785,0.09928703459202536,0.0292590844738084,0.1884,0.501436368859523,0.14013532763532766,0.10674157303370786,0.14008859357696565,0.006773253524454596,0.3348623853211009,0.0005032712632108706,0.0,0.002952029520295203,0.043703007518796994,0.012141280353200883,0.1681503461918892,0.2539159109645507,0.0006045553179243638,0.0,0.281,0.9227683049147442,0.6399197592778334,0.09318857438283573,0.0006045553176990935,0.04931994532587717,0.44423791821561337,0.10538259185384327,0.26,0.46,0.48,0.5,0.5,0.07407407407407408,0.304,0.6509999999999999,0.0,0.0,0.12,0.5566700100300902,0.4,0.7284569138276553,0.27127127127127126,0.9989989989989989,0.477,0.09375000000000044,0.998,0.8490000000000001,0.966,0.9209209209209209,0.75,0.0,0.8518518518518517,0.997,0.7397397397397398,0.993963782696177,0.721,0.616,0.8940000000000001,0.0005871521319941115,10
334,1.0,0.20892105457499446,0.2820448877805486,0.029700000000000004,0.37,0.14304934909616893,0.7643000000000001,0.4632,0.5120426123205187,0.2482468443197756,0.0143,0.7546937519236688,0.000591016548463357,0.0,0.004319654427645788,0.03459202534988118,0.012112631744533585,0.1838,0.5109164033323758,0.2553418803418804,0.16810717372515127,0.20819490586932446,0.0041742143813499255,0.5430793777423215,0.0005032712632108706,0.0,0.0036900369003690036,0.022556390977443608,0.006898454746136865,0.28486646884273,0.46331409727947237,0.000573651590985948,0.0,0.28,0.8796389167502507,0.6238716148445336,0.15038128473568568,0.0005736515826409248,0.08355248733036921,0.4368029739776952,0.0787827980612648,0.26,0.46,0.5,0.52,0.51,0.14814814814814817,0.326,0.506,0.0,0.0,0.41500000000000004,0.6318956870611835,0.0,0.6052104208416833,0.1951951951951952,0.9369369369369369,0.8591428571428572,0.28819444444444464,0.9500000000000001,0.851,0.9720000000000001,0.8878878878878879,0.8790000000000001,0.0,0.927927927927928,0.9740000000000001,0.92992992992993,0.9748490945674044,0.018000000000000002,0.742,0.8590000000000001,0.0005571329846535972,0
335,1.0,0.13691750978509712,0.18029925187032417,0.0,0.611,0.05735711226575947,0.0816,0.0709,0.05627605372857805,0.02173913043478261,0.0063,0.07304811736944701,0.0,0.0,0.0,0.011090573012939003,0.004089979550102249,0.0226,0.06434932490663603,0.20744301994301995,0.11365600691443388,0.11794019933554817,0.0059856659053319685,0.34184284004786597,0.0005032712632108706,0.05172413793103448,0.0036900369003690036,0.02631578947368421,0.011589403973509934,0.1434223541048467,0.2588623248145095,0.000712972566608438,0.0,0.376,0.9658976930792376,0.7251755265797392,0.08847098358536902,0.0007129725591122631,0.040142803324039966,0.9182156133828997,0.03757503926613284,0.26,0.47000000000000003,0.51,0.52,0.53,0.22622622622622623,0.34500000000000003,0.7320000000000001,0.0,0.0,0.316,0.5656970912738215,0.9570000000000001,0.7044088176352705,0.5045045045045046,0.9739739739739739,0.766,0.3333333333333335,0.908,0.823,0.9690000000000001,0.9519519519519519,0.838,0.0,0.992992992992993,0.9740000000000001,0.9739739739739739,0.9647887323943662,0.446,0.711,0.9279999999999999,0.0006924453904793085,10
336,1.0,0.15560150653570637,0.18703241895261843,0.0,0.374,0.11856873883847403,0.4485,0.2634,0.29018063918480774,0.12903225806451613,0.0134,0.43223555965938243,0.0,0.0011350737797956867,0.0,0.03617639292315818,0.021865659902469716,0.011399999999999999,0.2098534903763286,0.2022792022792023,0.13785652549697494,0.12679955703211518,0.006458218476805545,0.38791384124451533,0.0,0.017241379310344827,0.0014760147601476014,0.03665413533834586,0.016004415011037526,0.040553907022749754,0.19208573784006597,0.00063834038148828,7.769926073147587e-05,0.37,0.8635907723169509,0.6720160481444333,0.11942613416052734,0.0006383403820766031,0.06008997650939112,0.6728624535315986,0.10302662388344463,0.27,0.47000000000000003,0.52,0.52,0.51,0.20620620620620622,0.342,0.5710000000000001,0.614,0.0,0.528,0.7231695085255767,0.0,0.8106212424849699,0.4944944944944945,0.8258258258258259,0.7744285714285715,0.35069444444444464,0.88,0.8420000000000001,0.951,0.8628628628628628,0.7959999999999999,0.0,0.9119119119119119,0.865,0.8258258258258259,0.9637826961770624,0.6900000000000001,0.37,0.855,0.0006527246249978392,10
337,1.0,0.19865593383058858,0.25835411471321695,0.0048,0.311,0.18201065041898654,0.18600000000000003,0.0756,0.13895321908290875,0.06638616175783076,0.0034000000000000002,0.17697753154816867,0.0,0.0,0.014398848092152628,0.01637179825719567,0.005348434796287557,0.0375,0.14823326630278655,0.2191951566951567,0.17610198789974071,0.19379844961240308,0.0059856659053319685,0.5015955325089748,0.0,0.0,0.015498154981549815,0.037124060150375934,0.01379690949227373,0.19188921859545005,0.29843363561417974,0.0006031117338155805,0.0,0.43700000000000006,0.9458375125376127,0.7582748244734203,0.11903838697169447,0.0006031117284035233,0.063140838020886,0.3048327137546468,0.11707570895845981,0.28,0.48,0.53,0.54,0.53,0.3863863863863864,0.38200000000000006,0.7640000000000001,0.0,0.0,0.276,0.679037111334002,0.975,0.8486973947895792,0.5865865865865866,0.990990990990991,0.499,0.2589285714285716,0.9404285714285713,0.8079999999999999,0.965,0.92992992992993,0.559,0.0,0.9469469469469469,0.991,0.8238238238238238,0.93158953722334,0.986,0.624,0.923,0.000585745557942603,10
338,1.0,0.22125396942618714,0.27157107231920197,0.0,0.378,0.10531228030480562,0.4509,0.29960000000000003,0.3156553960166744,0.10542309490416082,0.010700000000000001,0.44218733969426494,0.0008865248226950353,0.0,0.001079913606911447,0.022709268550303672,0.002359603586597451,0.0916,0.19261706406205112,0.24287749287749288,0.20592048401037166,0.14451827242524917,0.006143183429156493,0.5658157159952134,0.001509813789632612,0.0,0.0007380073800738007,0.03665413533834586,0.004966887417218543,0.2304648862512364,0.24319868095630667,0.0006836322364885319,0.0,0.434,0.8746238716148445,0.7201604814443329,0.13816724828744992,0.0006836322273067596,0.06520975876813243,0.47583643122676583,0.07713988379151852,0.27,0.48,0.53,0.53,0.53,0.17717717717717718,0.34600000000000003,0.559,0.614,0.0,0.304,0.8635907723169509,0.963,0.749498997995992,0.7337337337337339,0.9119119119119119,0.0,0.12152777777777812,0.996,0.8520000000000001,0.9490000000000001,0.8208208208208209,0.8690000000000001,0.8009999999999999,0.9309309309309309,0.9159999999999999,0.9219219219219219,0.9959758551307847,0.505,0.196,0.953,0.0006639433256856025,10
339,1.0,0.0971124732294513,0.13266832917705734,0.0038,0.223,0.2233476901196758,0.7465,0.33409999999999995,0.46109309865678555,0.19658719027582983,0.0152,0.7326356827741869,0.0,0.0,0.0028797696184305254,0.04330604700290468,0.009595721252162969,0.1084,0.6786842861246768,0.06588319088319089,0.07951598962834919,0.08859357696566998,0.0019689690478065687,0.24950139609094535,0.0,0.0,0.0007380073800738007,0.01832706766917293,0.0030353200883002206,0.06231454005934718,0.22341302555647155,0.0006718927115142763,0.0,0.42200000000000004,0.8294884653961885,0.6870611835506519,0.057580457541682825,0.0006718927113437802,0.02761963945396321,0.2843866171003718,0.08860655816687385,0.28,0.5,0.56,0.55,0.55,0.3253253253253253,0.387,0.8340000000000001,0.0,0.0,0.19100000000000003,0.5095285857572718,0.9820000000000001,0.814629258517034,0.5175175175175175,0.7637637637637638,0.0,0.3333333333333335,0.908,0.818,0.9770000000000001,0.7857857857857857,0.36600000000000005,0.838,0.8198198198198199,0.99,0.6326326326326327,0.9849094567404427,0.919,0.24600000000000002,0.912,0.0006525454010340879,10
340,1.0,0.2868325825271398,0.33765586034912715,0.0059,0.312,0.15320280240159675,0.9998,0.4972,0.7545159796201945,0.1900420757363254,0.06849999999999999,0.9185390376526111,0.002955082742316785,0.0,0.005399568034557235,0.0884605228412992,0.021079125373603902,0.1443,0.5649238724504452,0.245014245014245,0.273552290406223,0.17497231450719822,0.02094983066866189,0.6938571998404467,0.0020130850528434826,0.0,0.004428044280442804,0.06109022556390977,0.01434878587196468,0.15034619188921858,0.33470733718054413,0.0011329860933043227,0.0,0.466,0.8455366098294884,0.724172517552658,0.1702856404291069,0.0011329860839432394,0.04976134237446597,0.35315985130111527,0.1275787972518525,0.28,0.5,0.56,0.54,0.55,0.23423423423423423,0.368,0.5920000000000001,0.614,0.0,0.162,0.8615847542627884,0.9890000000000001,0.9298597194388777,0.7587587587587589,0.9059059059059059,0.6377142857142858,0.23611111111111116,0.973,0.8590000000000001,0.9770000000000001,0.9309309309309309,0.685,0.0,0.8698698698698699,0.888,0.5675675675675675,0.9295774647887325,0.197,0.34600000000000003,0.674,0.001100349274411906,10
341,1.0,0.1906801565615538,0.23491271820448875,0.0012,0.378,0.13754636326171102,0.9716,0.6361,0.6628068550254748,0.27769985974754563,0.0342,0.9157689545501181,0.012706855791962174,0.0,0.014398848092152628,0.09664642196989703,0.02060720465628441,0.2822,0.612180407928756,0.23985042735042736,0.16443388072601556,0.1744186046511628,0.0070882885721036465,0.4732748304746709,0.005535983895319577,0.0,0.008118081180811807,0.046052631578947366,0.009657836644591612,0.2611275964391691,0.3009068425391591,0.0006108083750536696,0.0,0.429,0.8696088264794383,0.7151454363089267,0.12899056481840507,0.0006108083677516705,0.06761909099494429,0.45910780669144985,0.07970784069994893,0.29,0.51,0.59,0.56,0.56,0.21521521521521522,0.378,0.659,0.0,0.0,0.32299999999999995,0.7171514543630892,0.9890000000000001,0.8326653306613225,0.5795795795795796,0.8598598598598599,0.6458571428571428,0.20138888888888884,0.983,0.8420000000000001,0.9550000000000001,0.8948948948948949,0.922,0.0,0.9089089089089089,0.943,0.8718718718718718,0.9587525150905433,0.10099999999999999,0.495,0.816,0.0005932175481381007,10
342,1.0,0.18543682150505872,0.2364089775561097,0.004,0.42100000000000004,0.10929608649627073,1.0,0.6735,0.723714682723483,0.3583450210378682,0.0227,0.9684005334974864,0.001182033096926714,0.0,0.0028797696184305254,0.08502772643253237,0.03382098474123014,0.1431,0.6841424877908647,0.1818019943019943,0.16961970613656008,0.2131782945736434,0.004489249428998976,0.47287594734742716,0.0005032712632108706,0.0,0.0014760147601476014,0.03806390977443609,0.014900662251655629,0.10583580613254204,0.28936521022258865,0.0007691652576148605,0.0,0.533,0.9207622868605817,0.8074222668004012,0.09629055189349878,0.0007691652500671033,0.04068250239275239,0.6691449814126395,0.0549099528806406,0.28,0.52,0.6,0.56,0.5700000000000001,0.3713713713713714,0.418,0.867,0.493,0.0,0.66,0.7392176529588766,0.993,0.7705410821643287,0.8458458458458458,0.8748748748748749,0.7804285714285715,0.3333333333333335,0.908,0.8150000000000001,0.981,0.9289289289289289,0.8620000000000001,0.0,0.9469469469469469,0.958,0.8128128128128128,0.9758551307847082,0.247,0.774,0.8790000000000001,0.0007470183888131,10
